CD20	CD24	CD27	CD38	IgD	id
1468	1641	499	2101	2986	1269	1
1469	1216	645	791	2184	1653	1
1470	1519	760	486	2599	1588	1
1471	1601	382	499	3099	1639	1
1472	1071	602	756	2512	1624	1
1473	1045	788	346	2797	1375	1
1475	1398	818	1509	2083	1908	1
1480	918	557	918	3029	1677	1
1482	1255	315	795	3044	1507	1
1485	871	768	588	2090	1782	1
1488	969	454	472	2252	1472	1
1491	3358	864	1	2147	1489	2
1492	2646	1073	146	2049	1513	2
1493	1178	495	1040	2359	1464	1
1494	1381	588	623	2314	1489	1
1495	1237	535	878	2265	1611	1
1497	1631	436	2921	2880	1446	1
1499	2961	1138	204	2173	1879	2
1500	3038	1279	1	1649	1413	2
1503	1404	756	1350	2593	1545	1
1504	1412	522	636	3019	1105	1
1506	1517	645	486	2850	1361	1
1507	1665	803	675	2852	1461	1
1508	1679	386	1325	2093	1562	1
1509	662	409	535	2121	1340	1
1511	3358	1398	1	1994	1901	2
1512	1297	662	2073	1925	1479	1
1515	3298	1717	1	445	1909	2
1516	1688	445	427	3136	1485	1
1517	1468	700	915	2930	1349	1
1519	1162	459	712	2323	1387	1
1521	3240	1776	263	2246	1922	2
1523	980	490	784	2970	1551	1
1524	1424	481	720	2108	1527	1
1526	1218	468	795	1138	1609	1
1528	989	716	1839	2725	1385	1
1529	1147	553	810	3076	1550	1
1530	1613	632	925	2967	1549	1
1532	1319	575	666	2188	1322	1
1534	3123	1290	1	2144	1509	2
1536	2665	850	118	1900	1480	2
1539	1518	459	1029	2657	1618	1
1540	1333	557	818	2629	1305	1
1541	1542	580	481	2687	1133	1
1543	1409	737	1053	2308	1627	1
1544	2920	662	60	1664	1557	2
1547	1509	925	1151	2412	1779	1
1549	3211	2653	486	1743	1647	2
1551	3153	847	166	1843	1492	2
1552	1239	584	724	2037	1287	1
1553	1209	632	580	3047	1559	1
1554	1218	712	1193	2970	1517	1
1555	956	373	477	2975	1311	1
1558	3100	692	1	1810	1207	2
1559	1122	413	562	2044	1289	1
1560	3133	832	276	1946	1764	2
1561	1405	490	2105	2996	1677	1
1568	3244	654	1	2284	1267	2
1570	1305	628	436	2570	1048	1
1571	1140	544	368	2097	1470	1
1572	1166	632	391	1712	1441	1
1573	1160	615	708	2353	1538	1
1575	2862	975	293	2169	1308	2
1576	3294	1071	1	2029	1806	2
1577	1676	513	477	2783	1468	1
1579	1410	544	1629	2983	1568	1
1580	1343	468	337	2805	1414	1
1581	3162	733	1	1606	1711	2
1582	1267	454	756	2719	1648	1
1583	2958	1191	162	2074	1419	2
1586	3231	1609	1	2034	1699	2
1590	3203	2189	454	1023	1178	2
1593	925	449	712	2130	1531	1
1597	1377	431	2183	1731	1124	1
1598	1088	623	683	1410	1468	1
1602	1360	418	517	1852	1553	1
1604	3290	1608	56	2291	2124	2
1608	1370	741	315	3012	1399	1
1611	1624	320	418	2607	1542	1
1612	3257	760	1	1859	1493	2
1613	1664	495	382	2863	1353	1
1614	2523	1403	1	2396	1435	2
1615	925	756	615	2181	1524	1
1617	1741	864	712	2065	1535	1
1618	1210	764	1545	2205	1587	1
1619	3191	1613	1	2076	1757	2
1621	1438	553	566	2149	1292	1
1623	737	540	2284	3151	1463	1
1624	1205	662	679	2593	1472	1
1625	1117	1218	671	1826	1617	1
1626	1124	610	606	2408	1308	1
1631	671	553	733	3014	1521	1
1634	829	499	632	2866	1394	1
1635	1533	666	772	2808	1430	1
1638	882	619	1708	3037	1523	1
1640	2966	1582	760	2247	1823	2
1641	1325	449	382	2832	1505	1
1642	1485	267	2019	2522	1101	1
1644	3211	922	1	2037	1668	2
1648	1021	696	526	2335	1571	1
1649	1624	708	588	2903	1562	1
1651	1688	696	925	2546	1540	1
1655	3145	1149	864	2000	1463	2
1657	1655	382	1924	3035	1606	1
1658	3406	1339	306	708	1615	2
1659	2887	1337	413	1948	1555	2
1660	3260	1940	1	2037	1795	2
1661	1688	445	1748	2155	1324	1
1662	3249	2259	146	1640	1519	2
1664	756	683	636	2521	1646	1
1665	2972	1967	1	2238	1744	2
1668	1083	463	729	2945	1297	1
1671	878	628	980	1535	1496	1
1674	953	544	472	2900	1423	1
1675	1590	737	1391	3022	1611	1
1682	2737	1576	12	1863	1461	2
1683	821	544	760	2424	1623	1
1687	983	737	531	2818	1431	1
1694	1303	490	495	2086	1606	1
1695	1153	486	463	2357	1694	1
1697	2882	1333	280	2291	1140	2
1700	1480	544	355	2709	1542	1
1701	1561	373	724	2046	1614	1
1705	1735	724	623	2553	1445	1
1706	1423	580	351	2704	1534	1
1707	3234	2076	45	1185	1842	2
1709	1371	720	37	3050	1334	1
1710	1479	459	351	2519	1533	1
1711	1517	508	557	2397	1470	1
1713	995	472	571	2563	1504	1
1715	1715	1485	641	2871	1590	1
1716	628	623	2688	2353	1434	1
1718	1409	360	477	2698	1407	1
1719	1311	549	645	1755	1513	1
1720	1621	666	1289	2599	1237	1
1723	1231	445	580	2456	1580	1
1724	895	395	850	2693	1487	1
1725	623	459	875	2934	1577	1
1727	1205	225	472	2639	1580	1
1729	1383	468	513	2656	1570	1
1733	1253	449	490	2972	1556	1
1734	1386	658	508	2789	1431	1
1737	1350	346	1045	2551	1522	1
1738	1568	495	544	2714	1745	1
1739	1400	517	645	1600	1429	1
1740	3245	1875	1	2378	2381	2
1743	1058	615	632	2463	1510	1
1744	1295	712	508	2334	1651	1
1745	1034	490	409	2705	1391	1
1747	3145	1265	645	2055	1402	2
1750	1520	400	623	2569	1552	1
1751	3397	1674	1	2065	1354	2
1752	1443	386	204	2760	1415	1
1753	1566	360	351	3278	1400	1
1754	3376	636	1	293	2106	2
1756	1479	716	912	2677	1652	1
1760	619	526	925	1602	1564	1
1767	1088	531	947	2216	1516	1
1768	1414	806	517	2507	1513	1
1769	1328	459	549	2774	1486	1
1773	1053	427	259	2484	1773	1
1776	3116	889	1	2014	1664	2
1780	3156	1308	64	2328	1450	2
1781	3263	1678	1	2475	1767	2
1782	3107	1040	1	1902	1852	2
1783	1032	602	454	2315	1393	1
1786	1581	610	229	2989	1473	1
1787	1615	704	1269	2643	1614	1
1788	1428	391	882	1539	1520	1
1789	3323	825	1	1985	1251	2
1792	1603	400	2443	3163	1452	1
1796	1346	355	368	2544	1485	1
1797	1068	571	440	2872	1536	1
1798	1666	495	610	2931	1618	1
1800	1185	825	847	2583	1548	1
1801	3098	1659	409	1980	1505	2
1802	1603	683	571	2715	1482	1
1803	3025	1503	276	2020	1548	2
1806	2865	1015	1	1431	1487	2
1807	1476	513	1029	2057	1750	1
1808	1272	683	311	2609	1551	1
1809	1600	671	418	3312	1555	1
1811	1212	422	427	2962	1483	1
1812	3182	1297	52	2180	1950	2
1816	1207	373	882	2849	1592	1
1817	889	459	628	1937	1339	1
1819	3061	1649	463	2159	1641	2
1820	1108	468	566	1815	1418	1
1821	832	649	584	1982	1556	1
1822	1765	615	1205	2817	1404	1
1824	3273	1561	1	2250	1864	2
1825	1258	791	776	2568	1716	1
1827	1674	1029	1340	2046	1946	1
1828	1251	641	850	2574	1170	1
1829	1690	619	342	3001	1191	1
1830	1761	580	922	3051	1628	1
1831	1336	540	1921	2479	1533	1
1832	2832	1407	580	2271	1815	2
1833	2802	764	1	1199	1321	2
1835	1237	562	1073	2514	1691	1
1836	2939	1317	400	1867	1487	2
1837	1794	459	481	3063	1523	1
1841	1801	760	1670	2792	1620	1
1842	1112	191	531	2496	1305	1
1843	1068	440	814	2849	1138	1
1844	2847	1728	263	1796	1485	2
1845	832	610	791	2438	1562	1
1848	1363	733	1151	2462	1359	1
1851	1663	549	776	2715	1726	1
1853	3132	941	91	2351	1755	2
1855	1592	373	1339	2883	1556	1
1857	1393	413	737	1506	1445	1
1860	1214	864	540	2241	1466	1
1861	2999	1093	517	1785	1425	2
1863	1023	610	526	1763	1565	1
1869	878	454	597	1919	1286	1
1872	3463	1387	1	2115	1894	2
1873	3154	2265	1	2157	1483	2
1874	1375	490	649	1911	1360	1
1875	3352	1361	1	1979	1724	2
1876	3426	922	1	1	1476	2
1878	1674	364	610	2710	1526	1
1880	1350	409	768	2014	1026	1
1882	1381	427	306	2567	1281	1
1884	1172	593	756	2571	1233	1
1887	1574	645	1170	2578	1809	1
1890	1133	431	504	2914	1476	1
1893	1678	584	1129	2866	1400	1
1894	1178	391	1144	2512	1802	1
1895	1481	584	522	3226	1486	1
1898	1210	760	662	1478	1529	1
1901	1222	513	829	2245	1386	1
1902	1504	675	588	2755	1665	1
1907	1328	768	597	2685	1539	1
1909	836	602	1417	2634	1762	1
1911	998	531	562	2061	1601	1
1912	836	233	3277	3039	1670	1
1913	1287	1015	508	2386	1769	1
1916	1257	517	753	2770	986	1
1918	1495	671	337	2035	1334	1
1919	1166	522	931	3085	1170	1
1920	1476	654	1257	3139	1490	1
1921	1346	481	513	2961	1404	1
1922	1328	391	445	2316	1472	1
1923	1415	745	486	2731	1313	1
1924	972	623	788	2782	1374	1
1925	1251	602	486	2351	1400	1
1926	3243	909	1	1700	1523	2
1927	950	847	795	3031	1377	1
1928	2750	1354	250	2328	1612	2
1930	3395	337	34	1131	1201	2
1931	1257	571	1068	3037	1486	1
1932	843	641	687	1604	1613	1
1935	1542	499	825	2225	1498	1
1941	1482	486	2708	2938	1573	1
1947	3151	832	1	2216	1626	2
1949	1564	472	918	2639	1831	1
1950	977	753	445	2886	1574	1
1952	1235	584	776	2824	1499	1
1954	1687	562	737	3210	1438	1
1956	1509	645	1489	2656	1513	1
1957	3410	1381	1	2360	1470	2
1958	2953	1305	445	1847	1602	2
1959	1728	166	315	3182	1574	1
1963	1509	584	772	3114	1509	1
1964	1264	517	481	2008	1462	1
1967	1205	895	246	2965	1470	1
1968	1337	768	597	2459	1418	1
1969	3317	1471	1	1	1882	2
1972	1428	571	315	2961	1528	1
1975	1449	615	2008	2745	1396	1
1982	3098	1436	373	1826	1774	2
1983	1216	562	409	2235	1670	1
1984	1058	654	355	2663	1476	1
1986	2970	875	259	1994	1793	2
1987	1684	704	658	3135	1284	1
1988	3180	1347	1	2279	1722	2
1991	1144	716	544	2617	1244	1
1992	1220	526	1864	2553	1260	1
1994	3093	1237	553	2301	1680	2
1995	1244	526	575	2542	1621	1
2002	1229	683	436	2232	1537	1
2003	2299	1918	298	2566	1124	2
2006	1564	477	477	2648	1448	1
2013	1277	772	2300	2113	1686	1
2015	1611	905	1831	2499	1635	1
2016	1340	671	788	2023	1265	1
2018	3246	1034	1	2225	1692	2
2020	2850	1460	1	1751	1702	2
2027	1415	575	615	3065	1396	1
2028	1663	535	440	3075	1497	1
2029	2468	522	1	1494	1205	2
2031	1611	495	1759	3330	1448	1
2034	1652	632	490	2598	1531	1
2035	1295	418	355	2749	1231	1
2036	3351	1117	1	1798	1467	2
2038	850	566	2131	2014	1491	1
2039	1729	836	687	3043	1569	1
2040	1119	868	980	2702	1673	1
2044	3290	1494	364	2137	1628	2
2046	3087	1764	588	1948	1925	2
2047	1356	477	641	2431	1101	1
2052	1131	562	575	2301	1379	1
2053	1292	440	187	2704	1328	1
2056	2626	1303	1	2083	1260	2
2058	3047	1978	175	2362	1086	2
2060	905	364	1078	3069	1532	1
2062	2484	1578	285	1950	1636	2
2063	2663	1472	30	1923	1485	2
2064	2957	553	191	2076	1269	2
2066	3062	1558	436	2107	1968	2
2068	1432	360	1093	2647	1626	1
2069	1325	666	346	2601	1253	1
2070	3031	889	1	2031	1452	2
2071	1352	517	2185	2703	1518	1
2072	1662	495	472	2675	1458	1
2075	3213	902	1	1640	1378	2
2077	1119	413	311	2014	1414	1
2079	3248	1307	531	2127	1689	2
2081	1157	130	2707	2677	1474	1
2082	3516	1540	1	2800	1830	2
2086	2791	1469	204	1943	2015	2
2087	2993	1539	1	1996	1693	2
2088	1228	593	683	2261	1479	1
2092	1441	575	463	2679	1557	1
2093	2825	776	130	1853	1672	2
2095	1290	683	602	2304	1596	1
2096	928	386	436	2646	1377	1
2097	1506	597	535	2786	1548	1
2098	1240	311	571	2915	1407	1
2101	1071	355	2172	2581	1216	1
2103	1483	628	513	2571	1581	1
2107	1415	857	588	2091	1649	1
2108	3373	1486	1	2733	1884	2
2109	3134	1400	1	2195	1592	2
2112	3192	1050	1	2110	1614	2
2113	1537	671	431	2659	1513	1
2114	1282	445	166	2610	1435	1
2116	3023	1210	64	1939	1618	2
2117	1386	654	687	2763	1203	1
2118	922	293	641	2058	1452	1
2119	1274	413	254	2778	1292	1
2120	840	628	1398	2888	1399	1
2121	1242	166	662	2606	1516	1
2123	3398	931	1	2322	1496	2
2124	1374	615	233	2621	1399	1
2127	3322	602	1	2271	1469	2
2128	636	454	772	2251	1451	1
2129	1321	712	724	2057	1733	1
2131	3263	1960	342	1736	1878	2
2132	1281	522	791	2037	1410	1
2134	1577	632	246	3013	1419	1
2140	1015	571	2309	1409	1439	1
2141	1336	557	821	1731	1452	1
2142	1151	632	619	2285	1183	1
2143	1442	566	315	2539	1642	1
2144	1439	588	449	3001	1279	1
2145	878	628	584	2311	1522	1
2146	1339	729	947	2613	1454	1
2148	854	825	355	2909	1438	1
2150	1485	427	854	2116	1499	1
2154	2938	615	175	1327	1452	2
2155	3160	864	1	1575	1675	2
2156	1457	449	1272	2573	1544	1
2158	3321	1569	1	2172	1533	2
2159	1220	490	1021	2712	1438	1
2160	1264	490	477	2376	1272	1
2162	1289	566	610	2223	1474	1
2165	1364	391	683	2841	1577	1
2166	2656	1302	526	2021	1481	2
2170	1718	645	584	3040	1474	1
2173	1548	666	636	3333	1498	1
2175	1083	346	2215	1968	1517	1
2176	1413	905	377	2442	1525	1
2179	776	606	508	2773	1350	1
2180	1255	418	745	2737	1400	1
2181	2675	1115	199	2217	1464	2
2183	1126	1272	918	1437	472	1
2184	1166	861	1029	2694	1790	1
2185	3309	1478	23	1877	1391	2
2187	3278	1307	1	162	1073	2
2188	1510	553	737	1738	1484	1
2191	3564	902	1	45	1746	2
2193	1438	504	593	2747	1402	1
2196	1157	602	692	2652	1689	1
2197	1299	666	187	3122	1577	1
2200	2992	1445	741	2194	1716	2
2206	1599	733	764	2649	1448	1
2207	803	522	454	2884	1374	1
2211	1	102	3318	2983	1815	1
2212	1117	368	683	2007	1512	1
2214	1297	733	806	2668	1458	1
2215	3290	1311	1	1863	1611	2
2216	1575	333	468	3127	1350	1
2217	934	784	540	1566	1466	1
2221	1470	584	810	2563	1444	1
2223	1734	597	246	3368	1374	1
2225	1522	355	825	3213	1537	1
2226	3119	1986	179	909	1537	2
2229	3257	977	1	1714	1742	2
2230	3304	1110	1	2078	1600	2
2238	1457	575	495	2999	1552	1
2241	1452	776	468	1745	1577	1
2244	1725	490	941	2700	1707	1
2246	1451	522	2397	2634	1382	1
2248	1604	293	623	2400	1402	1
2249	965	810	1642	2769	1570	1
2250	3012	1093	791	2149	1524	2
2253	1526	535	658	3351	1532	1
2255	1519	628	212	2754	1636	1
2256	1210	696	2121	2872	1409	1
2258	602	391	791	2887	1174	1
2260	2839	1110	1	1928	1191	2
2261	1231	320	553	2767	1231	1
2262	1264	364	610	1500	1434	1
2266	3180	1638	187	2145	1764	2
2267	1103	549	445	2008	1521	1
2268	1567	679	671	2410	1599	1
2270	3218	1147	4	1794	1863	2
2271	619	422	540	1832	1375	1
2273	983	850	799	2782	1484	1
2280	1353	459	449	2481	1521	1
2282	3183	857	1	2275	1391	2
2285	1584	526	832	2464	1542	1
2287	3069	1491	302	1721	1434	2
2289	1274	490	490	2954	1559	1
2292	1672	632	454	3039	1181	1
2295	1593	535	571	3224	1627	1
2297	1300	602	615	2997	1681	1
2298	909	553	700	2389	1417	1
2299	1420	700	1147	2455	1701	1
2300	1209	602	861	1385	1620	1
2303	1754	481	468	2978	1377	1
2304	1155	517	553	2701	1548	1
2305	1081	687	654	2830	1640	1
2306	3227	1505	1	2519	1726	2
2308	1652	1023	1607	2093	1946	1
2313	3186	1311	259	1681	1670	2
2314	776	364	1982	2849	1516	1
2316	1344	225	2364	2985	1438	1
2317	1151	293	692	2461	1410	1
2320	795	557	1534	2987	1216	1
2321	2797	931	212	1757	989	2
2324	1530	342	756	2685	1480	1
2326	1647	495	351	3030	1497	1
2328	3105	1519	328	2183	1739	2
2330	3235	829	170	810	1409	2
2331	1689	645	306	2690	1517	1
2333	1260	953	662	2594	1385	1
2334	1058	490	571	2333	1284	1
2336	2977	1381	513	2169	1521	2
2338	1524	472	436	3097	1547	1
2339	1203	840	799	2585	1422	1
2343	1569	708	535	2177	1674	1
2344	3133	1571	212	2618	1661	2
2348	1624	454	1155	2596	1473	1
2354	1313	658	636	1921	1590	1
2356	1505	687	791	2660	1489	1
2357	3129	1088	1	1892	1371	2
2359	3240	1516	1	2316	1480	2
2360	3164	1248	60	2107	1526	2
2363	3018	1581	30	2219	1621	2
2364	1333	641	499	2912	1525	1
2365	882	683	1201	2588	1527	1
2369	1183	636	566	3091	1529	1
2370	1731	737	1292	2460	1520	1
2371	1286	606	1042	2285	1451	1
2374	3269	1599	1	1996	1470	2
2377	1212	666	409	2109	1624	1
2378	3455	2140	1	1494	1604	2
2381	1676	934	1420	2554	1785	1
2383	803	342	641	2746	1393	1
2386	1565	980	540	1907	1770	1
2387	1666	508	803	2853	1698	1
2388	1068	580	517	2751	1608	1
2389	2985	566	1	1530	1482	2
2391	3001	1559	259	2039	1835	2
2392	977	606	829	1807	1409	1
2393	1327	298	481	2624	1429	1
2394	818	454	382	2594	1615	1
2398	909	623	666	2316	1415	1
2401	1422	1117	1330	2188	1920	1
2404	619	737	989	2852	1566	1
2412	1609	729	687	2476	1741	1
2414	1398	517	724	2232	972	1
2415	1292	445	2290	1908	1300	1
2417	1679	658	2675	3113	1496	1
2421	3328	1500	1	2133	1897	2
2422	3070	1108	162	2153	1600	2
2424	1515	566	753	1800	1537	1
2425	1267	756	986	3024	1519	1
2426	3049	1492	118	1926	1663	2
2427	3303	1499	1	2038	1584	2
2428	1321	386	337	3020	1394	1
2433	3110	1110	91	2011	1474	2
2434	2933	2300	1	679	1264	2
2435	1226	490	1504	2477	1531	1
2437	1684	431	776	3188	1426	1
2438	1	459	1321	2855	1110	1
2440	1604	641	2248	2657	1518	1
2443	1461	504	95	2661	1678	1
2444	1300	481	671	2430	1487	1
2445	806	654	776	2464	1588	1
2446	1417	741	1359	2369	1516	1
2447	593	623	454	2322	1437	1
2448	3286	1235	1	2109	1618	2
2449	1269	571	1408	2671	1336	1
2451	1419	575	641	2568	1589	1
2454	868	566	696	1853	938	1
2455	1535	486	864	2956	1661	1
2458	1697	683	395	3003	1588	1
2459	3278	1124	179	2236	1554	2
2462	1257	654	2270	3076	1310	1
2463	1649	391	753	2797	1487	1
2464	1181	267	531	2369	1308	1
2465	1354	562	490	1942	1585	1
2467	2553	1151	580	1865	1412	2
2468	1218	360	486	3210	1546	1
2469	1201	606	427	2586	1310	1
2470	1363	795	1257	2091	1377	1
2471	1478	549	490	2330	1446	1
2474	3214	1040	1	2024	1819	2
2475	1324	562	468	2805	1543	1
2476	1325	729	825	2506	1469	1
2477	1191	517	2004	2154	1474	1
2478	1404	445	544	2411	1442	1
2479	1548	477	454	2310	1538	1
2481	3297	2163	386	87	1483	2
2483	1468	909	1604	2928	1736	1
2485	1485	806	1435	2426	1558	1
2487	1359	588	864	2345	1583	1
2489	3164	1330	814	2070	1490	2
2490	1451	427	445	1848	1534	1
2494	825	368	733	2854	1456	1
2500	1276	571	1324	3041	1311	1
2501	1548	486	2414	2671	1564	1
2502	1	1	3110	2963	1349	1
2506	934	413	861	2306	1303	1
2507	1632	712	1873	2864	1841	1
2508	3074	1426	571	1908	1667	2
2509	1199	409	351	2656	1456	1
2514	2950	1207	445	1994	1577	2
2515	3081	1265	1	1587	1442	2
2516	1482	391	449	2855	1354	1
2517	1565	499	836	2581	1993	1
2519	1370	679	540	2512	1587	1
2523	1464	784	1264	2284	1996	1
2524	1374	580	756	2532	1424	1
2526	1462	526	289	2920	1437	1
2527	700	712	562	3119	1670	1
2529	1681	454	2070	2988	1474	1
2532	1091	606	619	2550	1698	1
2533	1417	679	495	2722	1295	1
2534	1233	602	632	2426	1430	1
2535	1671	753	1487	2487	1608	1
2537	1547	346	803	2439	1802	1
2538	1449	508	784	1870	1596	1
2539	3167	1624	1	2379	1514	2
2541	3166	1712	110	2048	1816	2
2544	1444	212	513	3117	1588	1
2545	1486	540	531	2736	1485	1
2546	1319	472	780	2676	1642	1
2548	1613	386	1151	2631	1686	1
2549	934	825	562	2160	1317	1
2550	1379	737	724	2226	1618	1
2555	1460	431	649	2383	1600	1
2558	1415	360	481	2305	1604	1
2559	885	454	934	1955	1521	1
2561	3363	1199	404	377	1928	2
2563	1055	768	597	2407	1607	1
2564	3158	1197	1	1800	1602	2
2565	1314	549	772	2450	1286	1
2567	1045	250	671	3129	1486	1
2569	2827	1122	1	2311	1012	2
2571	810	593	395	1531	1488	1
2572	3111	1472	1	2210	1446	2
2573	1403	463	1357	2823	1557	1
2574	3099	1662	1	1787	1979	2
2577	1377	346	2187	2454	1068	1
2581	1541	840	795	2894	1872	1
2582	1567	495	391	3081	1149	1
2583	1394	526	683	2456	1561	1
2586	1112	540	623	2137	1543	1
2589	1570	517	2437	2326	1553	1
2590	1398	623	1428	3050	1564	1
2592	2972	791	4	2140	1651	2
2593	2962	1135	64	2140	1688	2
2594	3013	1015	276	1895	1666	2
2595	1432	513	645	2203	1672	1
2596	806	409	628	2683	1561	1
2598	1076	377	861	2146	1522	1
2599	1209	477	2386	2657	1398	1
2600	1424	566	679	2557	1678	1
2602	1432	449	422	3044	1445	1
2606	3087	878	1	2533	1742	2
2607	1496	557	272	2758	1350	1
2611	2555	1366	183	2198	1517	2
2612	1573	995	549	2038	1725	1
2615	1181	610	580	2964	1604	1
2616	3091	2117	1	2128	1557	2
2621	925	368	549	1414	1547	1
2622	1350	276	724	2455	1452	1
2624	3123	1574	1	2166	1530	2
2625	1439	649	531	2928	1644	1
2628	1633	619	566	2863	1716	1
2630	1226	692	445	1767	1598	1
2631	938	632	708	2991	1431	1
2633	2944	1083	79	2186	1747	2
2635	3518	1608	1	2421	1640	2
2636	1657	741	1160	2660	1602	1
2639	1386	636	959	2336	1513	1
2641	1686	641	749	3162	1290	1
2642	3062	1308	1	2218	1660	2
2643	1248	1045	1272	2149	2022	1
2646	3353	1460	1	2256	1797	2
2648	1620	632	472	2704	1595	1
2649	1466	373	454	2077	1357	1
2652	1464	602	892	2210	1668	1
2654	931	821	544	2342	1444	1
2655	1537	544	472	2455	1503	1
2657	1782	377	671	2741	1591	1
2659	2929	1374	154	2010	1445	2
2661	975	418	610	2895	1653	1
2662	1023	584	1083	2849	1088	1
2663	2674	1321	199	2028	1705	2
2665	938	597	683	2674	1541	1
2666	1613	780	1321	2595	1473	1
2667	1265	571	593	3539	1350	1
2669	1402	454	821	1953	1634	1
2670	3411	992	445	2092	2165	2
2671	2987	1542	142	2088	1282	2
2673	1500	902	1201	2724	1542	1
2678	1548	724	1220	2771	1780	1
2679	2797	1955	250	931	1567	2
2681	1644	360	298	2820	1460	1
2682	3057	1834	1	2179	1792	2
2684	2897	878	170	1272	1469	2
2685	2867	1561	216	2074	1347	2
2687	1282	517	504	3057	1347	1
2688	1714	593	102	2914	1503	1
2689	1570	333	2344	2490	1541	1
2690	1349	436	806	2277	1313	1
2691	818	364	571	2994	1680	1
2692	3052	540	1	2254	1431	2
2693	2935	1777	237	2349	1639	2
2696	1417	526	544	3153	1463	1
2699	1334	463	285	2571	1403	1
2702	1007	459	1801	2385	1522	1
2707	1178	602	346	2808	1270	1
2710	1423	346	68	2973	1229	1
2711	1317	409	1993	1704	1147	1
2712	1353	737	692	2239	1759	1
2713	1522	784	1661	2803	1444	1
2716	2830	1817	409	2251	1574	2
2718	1058	351	495	2436	1216	1
2720	1757	623	1101	2965	1610	1
2723	1170	931	875	2693	1452	1
2728	1300	679	272	3254	1556	1
2729	788	499	975	2458	1657	1
2732	1336	212	632	2394	1282	1
2734	1618	242	666	2897	1360	1
2735	2448	1034	285	1940	1486	2
2736	2960	675	1	2147	1378	2
2738	1086	580	882	2390	1543	1
2740	1195	499	662	2283	1517	1
2742	1088	320	861	2097	1480	1
2745	995	395	513	1825	1549	1
2746	832	662	679	2920	1710	1
2747	902	391	1029	2193	1396	1
2749	1244	753	328	2037	1277	1
2751	1640	760	696	2915	1461	1
2754	1199	628	272	3192	1479	1
2756	2893	1568	562	1924	1537	2
2760	1436	535	864	2754	1274	1
2762	3376	2607	445	1313	1748	2
2764	1124	679	566	2561	1627	1
2765	1336	724	1264	2310	1464	1
2766	1354	645	571	2162	1582	1
2767	995	486	868	3139	1613	1
2768	1698	1207	1276	3008	1566	1
2769	2640	825	158	2168	1337	2
2770	1164	413	1408	2212	1529	1
2771	969	544	522	1456	1542	1
2772	1412	285	1818	2424	1480	1
2774	1448	360	1530	2683	1538	1
2775	1212	400	364	2103	1391	1
2780	1287	544	628	1847	1592	1
2782	1170	391	696	2503	1497	1
2784	2737	1265	179	1890	992	2
2785	3256	1183	1	1795	1441	2
2786	1162	749	553	2813	1586	1
2787	3295	1479	204	2368	1866	2
2788	1693	400	517	2629	1496	1
2789	1	293	3178	3036	1539	1
2792	1386	857	557	2455	1667	1
2795	3364	1164	1	2158	1520	2
2796	3327	1676	610	2503	1918	2
2798	1557	716	959	2038	1804	1
2799	2485	1464	490	2140	1675	2
2801	2812	843	110	2062	1887	2
2806	1531	610	610	2386	1517	1
2807	1708	584	2303	2400	1409	1
2808	1151	311	2238	1724	1325	1
2809	1220	986	671	2035	1585	1
2810	2822	1240	91	1934	1564	2
2813	3366	1700	1	2418	1738	2
2814	3097	1319	208	1987	1768	2
2815	1494	593	912	2635	1340	1
2816	840	662	654	1966	1538	1
2817	1216	745	998	2900	1604	1
2819	1181	302	687	2666	1456	1
2822	2317	1325	477	1882	1630	2
2826	1061	575	2085	1385	1570	1
2828	3222	1237	1	2030	1649	2
2829	3229	1678	41	2181	1735	2
2830	1387	768	1004	2483	1267	1
2834	1231	1122	1160	2806	1680	1
2836	1037	400	892	2869	1572	1
2838	1623	575	658	2139	1316	1
2839	3257	1151	1	2125	1953	2
2840	3185	1239	1	2010	1543	2
2843	3032	1509	150	1726	1506	2
2845	1160	229	606	2684	1378	1
2849	1340	535	225	2870	1119	1
2850	3127	1398	183	2277	1679	2
2851	1341	795	780	2768	1417	1
2855	1307	857	1480	2638	1630	1
