CD14	CD23	CD3	CD19	id
289	238	227	93	4
191	290	291	290	5
51	472	0	448	2
223	255	216	224	4
216	178	254	303	5
659	215	210	169	6
207	285	265	232	4
634	9	227	260	6
179	142	565	268	7
177	281	201	298	5
22	258	534	115	7
76	124	557	196	7
143	7	569	241	7
354	351	154	170	4
274	264	316	260	8
102	0	486	184	7
174	91	174	225	1
71	9	529	203	7
246	263	277	178	4
0	170	568	282	7
161	297	170	216	5
90	222	561	260	7
301	289	310	285	8
166	31	571	291	7
285	287	348	313	8
243	267	249	269	5
203	233	275	253	5
108	411	11	523	2
163	262	235	84	4
255	387	359	288	8
163	234	565	286	7
271	217	241	200	4
218	229	327	259	5
228	258	301	336	5
105	108	472	583	7
193	100	483	198	7
26	179	535	268	7
155	218	514	222	7
605	291	245	105	6
244	283	233	304	5
151	192	573	257	7
634	359	304	166	6
618	104	301	277	6
104	121	164	192	1
204	322	340	225	8
138	164	570	203	7
125	219	96	261	1
132	153	554	234	7
389	460	421	616	3
282	278	263	177	4
97	48	542	253	7
121	59	560	167	7
131	242	190	198	5
193	319	307	289	8
268	283	309	280	8
221	325	270	203	4
174	228	106	84	1
245	254	318	226	4
67	245	135	126	1
223	243	236	244	5
41	135	224	216	1
261	338	259	177	4
263	309	332	330	8
205	306	249	321	5
124	266	361	301	5
115	218	532	151	7
251	310	245	197	4
255	313	251	144	4
127	132	268	289	5
206	352	312	279	8
249	319	350	228	8
61	192	575	105	7
182	151	27	114	1
68	160	143	146	1
60	332	0	625	2
138	253	278	277	5
247	310	281	159	4
77	156	269	279	5
440	476	461	581	3
192	357	403	263	8
95	179	602	280	7
137	241	479	181	7
97	125	601	253	7
97	0	549	197	7
303	388	233	217	8
225	280	204	295	5
112	39	514	252	7
82	37	571	289	7
32	224	622	182	7
171	316	289	216	4
38	116	145	44	1
74	141	607	283	7
85	38	496	278	7
269	314	291	189	4
228	305	253	326	8
214	73	499	204	7
150	133	534	160	7
112	189	547	261	7
26	157	586	267	7
31	86	230	490	5
196	5	527	208	7
105	55	530	214	7
77	188	31	563	2
626	246	294	289	6
108	14	540	159	7
98	0	222	164	1
255	301	301	218	4
238	290	303	252	8
246	309	352	283	8
111	109	534	153	7
96	192	234	207	1
186	319	267	251	5
245	352	272	102	4
68	192	591	238	7
157	95	552	267	7
117	147	527	216	7
460	0	233	214	6
142	168	694	299	7
188	293	249	232	4
669	383	352	396	6
663	139	101	276	6
74	612	104	466	2
255	211	303	280	5
128	184	564	253	7
218	258	285	305	5
189	21	548	295	7
237	331	274	227	4
81	56	358	149	1
528	565	578	383	9
141	0	199	171	1
185	188	72	241	1
167	190	539	249	7
133	173	602	278	7
116	89	169	93	1
125	240	269	281	5
118	212	536	134	7
360	382	371	416	3
516	622	508	321	9
172	347	239	280	5
183	347	280	188	4
199	290	272	257	5
135	212	338	0	4
178	49	531	281	7
73	224	570	236	7
58	84	529	253	7
88	282	258	201	4
281	297	354	357	8
102	305	231	0	4
419	474	439	602	3
164	254	298	275	5
71	192	198	56	1
298	367	386	302	8
316	370	361	318	8
665	0	204	275	6
109	370	276	518	2
189	225	213	343	5
192	261	252	258	5
185	31	568	192	7
47	177	553	306	7
112	246	485	200	7
38	188	605	287	7
40	124	556	182	7
0	147	514	240	7
166	214	396	181	4
116	0	525	329	7
113	112	376	31	1
88	58	608	290	7
148	97	515	185	7
143	248	263	268	5
131	218	182	249	5
213	337	300	272	8
292	327	191	286	8
249	299	337	264	8
148	207	585	293	7
0	558	0	497	2
150	135	503	193	7
52	254	271	258	5
194	283	278	294	5
317	306	307	291	8
56	216	576	246	7
181	121	385	148	7
29	95	572	247	7
51	144	543	197	7
607	266	245	289	6
172	0	593	268	7
197	266	187	264	5
227	351	253	287	8
183	298	279	290	5
202	290	222	229	4
188	278	268	321	5
145	134	579	253	7
250	174	157	254	5
110	143	190	122	1
630	102	109	264	6
154	216	523	228	7
112	198	486	191	7
278	295	277	252	8
135	166	572	194	7
231	334	307	257	8
415	605	512	317	9
84	95	526	256	7
198	290	296	285	5
617	6	304	190	6
253	358	329	250	8
210	308	263	261	5
145	112	355	182	1
106	232	278	203	5
649	76	254	264	6
128	222	352	83	4
0	273	567	210	7
202	270	299	257	5
120	198	114	0	1
198	313	283	298	8
138	270	252	72	4
145	89	246	468	5
99	175	581	322	7
209	331	301	288	8
227	332	282	256	8
131	246	243	224	5
182	65	403	260	7
373	338	531	255	8
218	315	206	121	4
641	284	246	192	6
134	118	598	238	7
130	264	210	315	5
66	469	172	473	2
179	167	502	263	7
153	0	508	233	7
149	226	183	0	1
197	340	282	337	8
362	447	370	383	3
158	222	215	260	5
557	375	318	234	6
150	184	535	53	7
221	285	235	204	4
39	138	538	314	7
614	103	333	200	6
113	250	605	165	7
57	190	595	167	7
197	250	302	254	5
124	75	509	220	7
246	244	288	253	5
178	231	497	196	7
141	76	566	279	7
159	76	516	187	7
144	189	223	209	1
148	94	339	247	5
186	314	251	246	5
26	0	552	182	7
204	298	242	203	4
276	391	364	337	8
637	0	241	249	6
62	334	310	293	5
106	110	191	195	1
62	523	188	534	2
279	290	366	315	8
10	51	540	169	7
119	230	559	309	7
207	178	559	299	7
130	259	218	174	4
135	176	515	305	7
89	18	367	2	1
150	236	539	171	7
1	235	165	207	1
236	323	291	309	8
195	123	583	288	7
34	168	367	13	1
170	316	292	270	5
86	63	536	277	7
55	208	81	222	1
263	317	367	287	8
87	151	540	208	7
104	618	255	434	2
185	242	330	290	5
146	0	126	161	1
250	267	236	287	5
219	319	260	271	8
225	221	542	349	7
141	0	202	157	1
84	90	97	94	1
540	351	387	333	6
198	250	243	233	5
202	226	586	216	7
0	240	560	233	7
264	292	277	260	8
152	116	602	275	7
104	90	573	273	7
260	314	303	295	8
153	328	265	304	5
134	65	384	25	1
163	46	586	239	7
0	66	572	275	7
141	223	145	37	1
265	260	256	151	4
654	0	240	191	6
144	197	241	210	5
84	0	522	154	7
254	307	273	256	8
95	46	604	179	7
181	189	542	298	7
138	221	250	0	1
411	477	462	624	3
134	132	632	259	7
181	182	569	224	7
90	164	611	199	7
142	45	449	164	7
279	210	275	286	5
144	211	587	282	7
529	639	443	383	9
107	0	573	176	7
115	383	0	522	2
177	108	530	251	7
215	263	277	223	4
289	347	360	208	8
148	142	188	171	1
236	141	250	266	5
483	514	355	338	9
182	316	273	302	5
378	268	232	250	8
82	143	498	248	7
0	112	389	101	7
63	189	546	290	7
370	431	365	548	3
160	298	241	306	5
246	272	248	278	5
268	236	303	242	4
80	203	587	260	7
0	62	543	228	7
144	109	212	33	1
181	306	262	266	5
245	285	230	269	5
546	642	495	343	9
235	327	220	333	8
46	244	587	276	7
163	182	535	276	7
96	171	152	406	5
168	259	203	276	5
149	0	578	175	7
225	268	210	153	4
133	180	395	0	4
266	249	283	303	8
162	252	534	271	7
49	167	514	138	7
58	82	587	247	7
230	228	243	305	5
119	267	515	133	7
619	69	315	189	6
183	237	299	184	4
330	394	390	368	8
247	324	279	150	4
88	117	368	215	7
181	213	595	300	7
183	136	196	255	1
344	228	241	279	8
48	92	554	71	7
159	152	615	263	7
661	221	304	271	6
249	316	283	227	8
128	205	553	220	7
104	4	557	282	7
164	161	242	187	1
185	340	286	165	4
309	264	274	294	8
29	199	63	189	1
234	306	268	228	4
135	243	558	285	7
191	271	191	266	5
202	413	189	262	8
125	171	588	174	7
330	299	323	233	8
654	372	342	341	6
198	315	294	339	8
144	128	435	215	7
88	0	412	201	7
76	64	120	182	1
68	248	610	259	7
166	86	536	249	7
122	265	289	189	4
92	0	534	242	7
87	256	263	204	5
291	309	273	300	8
289	341	337	218	8
112	232	171	194	1
60	197	612	316	7
143	293	315	271	5
124	126	586	296	7
456	282	238	166	6
0	96	620	303	7
228	306	285	288	8
290	280	326	334	8
244	178	277	218	4
0	98	224	523	5
308	243	236	264	8
122	143	565	164	7
256	317	295	265	8
143	278	209	235	5
192	225	515	256	7
201	285	281	174	4
91	129	640	326	7
213	264	216	225	4
201	387	397	207	8
336	396	376	596	3
238	151	196	287	5
66	47	452	225	7
210	333	320	259	8
115	512	169	480	2
106	323	276	217	4
274	365	363	293	8
223	374	316	311	8
184	238	546	258	7
7	257	535	242	7
94	135	220	95	1
123	292	277	225	5
55	103	546	144	7
588	70	210	137	6
200	242	156	193	4
65	53	197	246	1
65	0	524	249	7
145	63	196	291	1
4	66	496	200	7
118	277	265	231	5
268	284	285	348	8
127	238	11	250	1
257	328	256	283	8
148	139	226	197	1
116	0	367	150	1
162	113	527	135	7
179	241	274	263	5
269	300	352	291	8
212	285	281	208	4
133	100	508	176	7
218	325	249	156	4
147	92	262	203	1
210	269	258	280	5
58	267	530	88	7
213	251	197	269	5
197	311	212	172	4
83	192	605	269	7
259	364	218	269	8
218	316	182	250	5
236	230	234	270	5
132	95	530	211	7
67	202	198	516	5
249	321	288	291	8
196	250	212	292	5
604	60	134	225	6
0	73	532	300	7
191	155	560	101	7
243	268	240	225	4
238	298	277	292	8
155	97	241	77	1
169	209	684	353	7
146	179	494	248	7
125	268	310	237	5
32	634	106	457	2
215	238	300	203	4
222	313	270	260	8
151	161	549	258	7
231	267	298	270	5
239	194	247	257	5
263	320	247	245	8
239	325	355	354	8
136	65	166	178	1
109	169	97	200	1
45	144	555	325	7
168	146	567	208	7
0	188	541	153	7
135	158	545	152	7
245	85	254	190	1
581	298	345	301	6
152	247	284	240	5
144	164	528	246	7
520	0	140	103	6
95	154	507	226	7
379	378	263	348	8
219	308	325	219	4
157	208	528	213	7
84	91	78	247	1
149	171	114	199	1
145	194	223	263	5
60	119	488	152	7
102	219	182	249	5
104	156	540	262	7
113	66	507	198	7
487	466	478	459	3
158	225	95	265	5
134	63	524	197	7
290	254	281	240	8
105	0	207	278	1
73	212	585	184	7
187	270	316	292	5
318	375	345	297	8
273	404	352	322	8
309	347	198	209	4
244	271	220	242	5
186	296	299	269	5
70	235	560	271	7
94	84	531	212	7
198	252	563	230	7
129	129	403	200	7
149	177	516	5	7
315	226	256	210	4
547	0	249	267	6
212	225	160	121	4
181	194	173	178	1
145	289	648	345	7
80	0	605	244	7
156	5	557	308	7
299	284	229	207	4
181	151	489	247	7
69	178	529	340	7
644	243	260	221	6
324	332	284	286	8
0	465	123	531	2
327	321	240	189	4
199	197	479	241	7
244	286	290	259	8
123	356	218	258	5
126	58	167	213	1
148	94	525	195	7
60	311	159	500	2
107	236	112	173	1
210	278	229	289	5
43	99	355	127	1
265	345	275	158	4
99	225	176	247	5
294	250	517	111	7
215	255	280	217	4
171	201	621	283	7
98	227	601	265	7
281	272	337	298	8
87	42	546	278	7
171	305	281	251	5
103	497	183	508	2
157	176	175	141	1
581	368	292	164	6
104	115	555	254	7
195	358	308	229	8
433	202	174	255	6
97	126	285	171	1
208	275	280	325	5
50	122	568	255	7
190	231	264	269	5
258	310	284	258	8
205	240	141	72	1
138	221	566	264	7
10	247	143	161	1
645	319	250	279	6
198	265	331	237	4
173	153	237	246	5
78	210	569	334	7
131	284	163	270	5
137	104	643	145	7
128	47	588	255	7
290	306	296	271	8
0	82	575	279	7
271	282	251	248	8
16	108	563	240	7
134	178	570	152	7
95	159	562	225	7
66	153	604	270	7
94	516	55	552	2
107	186	611	306	7
122	215	656	228	7
170	343	273	323	5
89	53	170	249	1
77	223	438	106	7
0	73	622	174	7
208	255	292	255	5
341	326	307	307	8
163	166	214	220	1
196	301	288	275	5
58	83	588	247	7
161	231	600	316	7
237	262	297	249	5
121	120	196	146	1
43	258	574	213	7
92	167	603	301	7
190	266	256	270	5
281	301	262	246	8
408	439	436	607	3
188	89	250	244	1
0	0	510	167	7
109	136	588	289	7
156	0	495	167	7
106	214	611	245	7
219	321	293	169	4
94	0	542	278	7
137	30	344	0	1
443	483	422	411	3
54	82	123	246	1
22	103	592	286	7
213	250	298	201	4
212	296	133	114	4
42	34	517	208	7
70	552	51	540	2
145	0	541	239	7
195	261	574	253	7
222	311	170	266	5
251	309	302	205	4
270	233	281	0	4
602	213	269	217	6
227	223	276	178	4
97	84	123	255	1
238	374	313	309	8
260	322	296	227	8
117	115	532	203	7
221	425	179	292	8
577	100	254	370	6
148	231	58	501	2
219	287	253	334	5
134	141	595	278	7
141	193	575	87	7
143	179	516	148	7
354	427	341	508	3
662	134	256	258	6
219	318	320	306	8
565	94	287	246	6
85	35	455	150	7
33	218	553	294	7
238	290	280	345	8
94	140	546	194	7
164	218	142	97	1
185	238	638	336	7
124	0	624	333	7
144	169	542	221	7
158	47	571	195	7
159	0	308	218	1
172	157	503	127	7
241	311	323	344	8
76	103	455	189	7
172	131	514	238	7
329	442	479	284	8
82	556	117	440	2
134	268	248	282	5
383	189	0	212	4
91	197	94	0	1
166	301	269	230	4
175	230	177	243	5
354	509	558	281	9
237	296	365	212	8
288	10	213	261	1
381	441	411	571	3
150	203	182	547	5
642	147	114	20	6
142	0	563	215	7
494	563	569	455	9
125	151	207	186	1
221	317	303	300	8
142	237	207	249	5
669	159	228	258	6
72	178	401	88	7
0	49	500	149	7
216	261	307	247	5
617	683	525	467	9
190	222	329	209	4
11	663	211	486	2
68	210	253	238	5
163	113	245	246	1
86	239	589	194	7
132	175	554	308	7
222	281	305	225	4
108	93	490	215	7
377	347	293	315	8
121	191	531	238	7
138	205	189	526	5
223	309	333	328	8
68	35	498	254	7
85	236	565	263	7
174	520	148	560	2
96	157	555	273	7
262	151	229	185	4
409	481	390	631	3
60	214	298	221	5
111	141	585	274	7
244	233	248	241	5
0	13	523	165	7
255	131	151	135	1
150	46	599	185	7
509	164	261	302	6
129	219	579	211	7
223	302	286	270	8
259	217	530	351	7
173	126	553	201	7
159	169	250	161	1
211	277	232	206	4
215	280	251	274	5
151	243	178	25	1
169	178	391	163	4
570	36	217	281	6
77	153	507	194	7
177	321	248	253	5
223	268	324	274	8
172	124	568	289	7
164	238	218	227	5
85	147	183	158	1
635	171	297	303	6
168	240	267	278	5
182	283	290	293	5
657	0	266	258	6
130	97	468	202	7
136	238	260	290	5
181	303	306	309	5
59	167	543	223	7
146	93	507	267	7
392	477	387	332	3
96	159	585	252	7
0	626	140	523	2
617	258	374	302	6
306	353	360	299	8
651	163	12	174	6
91	241	324	109	4
139	216	453	106	7
177	243	524	113	7
213	272	217	216	4
259	304	160	225	4
92	136	471	240	7
172	104	499	157	7
159	247	384	260	5
23	215	540	244	7
146	210	578	264	7
27	136	562	103	7
125	92	500	205	7
642	0	229	171	6
300	289	294	287	8
259	67	234	302	5
239	228	177	161	4
90	157	595	207	7
59	0	585	134	7
92	226	547	284	7
198	284	263	270	5
106	213	566	325	7
44	215	581	214	7
119	497	188	505	2
186	263	179	264	5
146	199	571	289	7
141	0	522	120	7
104	189	581	241	7
492	218	197	229	6
212	313	324	304	8
342	273	245	203	4
623	166	272	259	6
103	0	533	203	7
117	157	553	208	7
224	160	245	216	5
140	60	416	261	7
155	118	556	80	7
189	296	256	171	4
242	341	352	317	8
212	197	228	306	5
114	18	461	256	7
146	254	44	298	5
101	141	205	323	5
188	323	223	260	5
277	315	286	252	8
158	66	397	229	7
38	101	566	87	7
339	417	398	370	8
108	0	616	276	7
322	302	496	161	8
0	135	598	174	7
160	115	574	260	7
159	300	281	285	5
174	37	595	244	7
324	185	339	287	8
206	233	552	262	7
134	226	610	269	7
116	188	502	125	7
242	344	324	248	8
619	33	276	270	6
167	102	469	250	7
219	236	268	279	5
94	69	548	261	7
185	6	567	317	7
185	150	515	228	7
152	343	193	577	2
155	81	526	223	7
431	482	599	404	9
282	374	319	350	8
591	497	580	481	9
93	152	252	170	1
238	221	253	203	4
95	258	101	193	1
218	108	284	237	5
183	207	141	98	1
159	0	577	259	7
325	345	161	201	4
141	241	588	200	7
229	196	274	184	4
120	51	446	285	7
304	385	392	276	8
298	270	296	284	8
212	308	259	217	4
548	0	99	245	6
289	335	300	327	8
111	119	486	217	7
154	167	600	235	7
165	202	169	537	5
116	302	311	317	5
136	117	574	260	7
261	286	243	181	4
278	369	366	279	8
487	390	277	280	8
157	172	9	226	1
206	203	270	243	5
229	254	248	230	4
166	204	259	253	5
67	229	618	302	7
0	627	117	408	2
110	0	540	231	7
100	241	587	313	7
61	145	453	263	7
219	358	332	271	8
171	265	514	270	7
72	111	580	254	7
206	317	282	209	4
116	197	566	247	7
0	158	220	264	1
154	336	268	239	4
138	161	524	293	7
228	287	285	165	4
310	19	221	271	1
246	309	240	239	4
164	274	303	144	4
110	169	581	305	7
166	157	562	208	7
204	216	541	219	7
204	301	224	292	5
41	112	100	182	1
0	691	37	470	2
111	18	432	231	7
0	0	495	175	7
91	20	37	29	1
102	61	560	348	7
234	323	277	219	4
50	367	198	313	5
242	242	568	255	7
105	48	572	304	7
231	315	251	205	4
310	374	362	351	8
668	54	263	299	6
280	318	275	245	8
210	254	248	213	4
169	170	568	266	7
131	243	577	308	7
133	113	591	221	7
242	169	551	292	7
371	420	430	658	3
78	109	556	117	7
616	53	227	299	6
92	141	601	308	7
187	215	299	249	5
426	451	542	260	9
21	173	505	40	7
81	205	532	228	7
0	0	578	261	7
56	181	532	227	7
528	221	283	293	6
110	80	546	229	7
216	284	256	257	5
178	197	282	211	5
56	94	571	256	7
232	301	262	118	4
272	339	346	292	8
89	0	37	544	5
108	132	546	230	7
125	101	584	267	7
76	4	527	218	7
160	299	249	270	5
170	257	250	233	5
121	294	278	219	4
272	354	336	351	8
632	94	206	205	6
68	170	577	201	7
230	294	251	285	5
55	205	449	86	7
196	325	266	256	5
268	315	301	264	8
112	160	568	137	7
288	302	234	339	8
219	313	291	329	8
109	248	551	221	7
66	170	392	239	7
0	155	563	169	7
102	120	552	284	7
126	158	570	233	7
125	227	607	291	7
198	281	264	165	4
162	218	260	269	5
166	255	349	137	4
181	113	474	108	7
255	279	316	245	8
144	111	606	263	7
182	217	582	185	7
217	336	315	205	4
158	184	80	4	1
127	321	560	312	7
243	260	335	287	8
26	133	578	270	7
26	193	550	249	7
111	257	633	305	7
225	335	290	202	4
221	330	263	248	8
112	225	641	244	7
94	74	652	325	7
148	200	583	314	7
134	203	139	198	1
125	200	529	220	7
54	202	534	242	7
44	0	585	233	7
0	164	503	172	7
128	77	229	10	1
211	279	253	198	4
321	323	237	212	8
118	160	551	287	7
309	320	223	212	4
68	154	597	213	7
251	281	277	189	4
19	65	560	259	7
130	281	282	275	5
186	155	566	307	7
315	373	309	327	8
36	264	563	176	7
97	247	233	495	5
577	243	241	286	6
521	627	624	453	9
249	296	279	257	8
118	73	304	28	1
132	230	255	167	4
105	262	0	229	1
135	256	205	57	4
242	271	285	256	8
137	4	482	104	7
100	281	145	467	2
89	186	636	321	7
191	275	282	234	4
102	189	536	179	7
121	298	294	245	5
213	305	366	254	8
36	93	535	227	7
173	273	186	327	5
213	207	287	238	5
107	68	506	152	7
192	214	238	201	4
75	168	552	254	7
124	0	193	255	1
131	204	192	194	1
156	267	250	273	5
107	177	541	231	7
217	273	264	371	5
216	228	273	280	5
269	290	257	309	8
185	250	305	268	5
126	110	531	250	7
198	316	217	269	5
112	113	398	234	7
203	318	300	245	8
282	283	280	210	4
103	81	586	186	7
154	197	489	166	7
358	459	407	407	3
257	300	310	183	4
90	177	561	167	7
329	305	329	277	8
132	82	597	230	7
174	195	212	124	1
192	301	280	243	4
151	233	571	241	7
237	281	201	269	5
215	339	271	331	8
238	371	271	533	3
0	179	537	262	7
64	226	322	140	4
153	154	543	279	7
53	254	139	73	1
213	110	544	208	7
328	206	352	276	8
212	263	248	232	4
73	0	565	172	7
158	179	515	230	7
129	329	329	322	5
154	53	601	308	7
151	137	601	264	7
24	0	562	287	7
316	267	309	318	8
211	226	278	311	5
90	20	600	295	7
187	278	311	212	4
78	103	414	61	7
131	123	524	291	7
233	187	293	291	5
56	510	176	512	2
149	169	244	148	1
295	282	552	271	7
141	228	522	245	7
158	144	565	241	7
258	166	179	88	1
33	4	519	219	7
42	34	571	272	7
164	106	554	201	7
202	329	68	568	2
202	226	247	211	4
45	253	519	164	7
191	276	256	281	5
209	259	230	282	5
90	35	516	283	7
149	236	531	291	7
361	344	247	327	8
84	569	243	502	2
224	329	323	301	8
245	262	296	189	4
204	106	570	106	7
141	227	330	34	4
249	262	258	282	5
66	184	525	278	7
266	337	280	64	4
336	377	366	325	8
66	128	459	232	7
190	128	229	225	1
160	54	554	182	7
271	282	184	293	5
278	248	293	246	8
611	34	274	263	6
267	297	285	278	8
169	287	285	320	5
145	171	595	301	7
177	261	274	253	5
182	270	276	181	4
93	0	525	196	7
0	641	0	438	2
140	143	451	198	7
243	263	235	195	4
131	247	141	292	5
88	47	533	270	7
92	198	513	301	7
175	118	317	278	5
294	327	210	289	8
0	0	548	270	7
117	116	536	221	7
102	226	204	172	1
181	243	306	301	5
431	498	468	622	3
48	8	111	229	1
150	324	297	309	5
224	323	280	282	8
215	340	222	229	4
97	103	451	148	7
205	228	297	210	4
249	254	255	230	4
73	74	602	254	7
239	307	286	221	4
117	150	510	258	7
176	302	395	226	4
218	306	254	258	5
88	93	519	228	7
128	240	270	332	5
213	275	301	195	4
0	607	110	493	2
225	334	278	255	8
134	147	534	268	7
254	206	233	291	5
208	298	249	289	5
540	537	425	400	9
83	194	106	196	1
0	80	597	268	7
110	92	117	256	1
162	0	623	230	7
255	252	283	113	4
150	0	523	167	7
209	304	533	133	7
172	240	614	258	7
236	311	287	303	8
319	354	344	379	8
40	121	625	90	7
607	130	21	258	6
124	301	254	368	5
0	0	387	156	7
260	262	224	148	4
418	473	447	595	3
224	289	275	260	5
84	507	181	528	2
298	302	264	280	8
127	154	545	321	7
168	248	584	318	7
151	198	584	238	7
106	505	0	500	2
113	77	506	197	7
400	359	446	246	8
250	233	306	363	8
96	192	468	166	7
209	245	276	303	5
136	217	562	288	7
264	194	181	316	5
74	186	586	291	7
115	193	168	89	1
127	123	578	200	7
390	434	464	321	3
332	392	277	248	8
259	87	269	182	1
164	29	542	213	7
120	45	618	279	7
29	536	40	497	2
46	554	0	434	2
165	30	531	173	7
146	422	222	277	8
116	0	540	249	7
268	600	326	486	3
248	184	554	256	7
179	355	326	325	8
126	45	180	111	1
277	304	286	241	8
154	200	596	255	7
204	216	287	249	5
0	80	569	316	7
131	174	251	206	1
24	155	516	207	7
214	282	305	214	4
59	235	558	165	7
161	580	0	596	2
96	0	578	187	7
63	123	504	223	7
222	270	319	291	8
165	281	292	255	5
175	181	576	225	7
342	495	537	344	9
109	222	105	99	1
18	578	172	516	2
163	143	180	233	1
367	464	409	392	3
118	190	559	121	7
99	154	194	517	5
108	131	653	303	7
81	586	3	480	2
7	122	4	484	2
392	451	429	474	3
619	0	224	240	6
122	120	527	144	7
233	314	183	287	5
88	183	561	248	7
233	297	226	272	5
158	198	628	206	7
283	370	294	351	8
103	53	132	57	1
228	252	265	228	4
126	69	571	250	7
59	167	370	216	7
136	548	265	462	2
256	286	257	267	8
126	103	514	201	7
266	166	319	219	4
348	341	373	328	8
50	0	504	225	7
146	103	540	299	7
175	184	601	241	7
171	124	551	196	7
630	173	312	323	6
221	178	567	308	7
114	29	574	236	7
161	184	547	240	7
247	0	543	277	7
156	137	538	288	7
109	303	257	302	5
43	236	563	316	7
83	136	507	69	7
46	69	175	312	1
446	579	498	399	9
53	14	412	251	7
29	76	625	286	7
214	0	558	212	7
171	165	528	241	7
159	69	210	0	1
338	308	269	210	8
216	293	299	240	4
0	468	175	498	2
200	351	275	262	8
0	254	576	319	7
209	276	237	243	5
136	104	121	173	1
460	86	207	306	6
197	357	333	254	8
109	120	576	337	7
120	191	533	227	7
86	218	570	233	7
0	573	133	471	2
144	254	599	274	7
